/home/cw10108/ComputerArchitecture/pyrisc/sim/snurisc.py       -l 4 decode
Loading file decode
0 0x80000294: lui    sp, 0x80020000         # R[2] <- 0x80020000, pc_next=0x80000298
22432 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x00000040, pc_next=0x800001e8
22433 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000000, pc_next=0x800001ec
22434 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000000, pc_next=0x800001f0
22435 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x00000040, pc_next=0x800001f4
22436 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff50, pc_next=0x800001f8
22437 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0xd6537906, pc_next=0x800001fc
22438 0x800001fc: add    a4, a4, a5             # R[14] <- 0xd6537946, pc_next=0x80000200
22439 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff50, pc_next=0x80000204
22440 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
22441 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
22442 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
22443 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x000000c9, pc_next=0x800000b8
22444 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
22445 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x000000ca, pc_next=0x800000c0
22446 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x00000065, pc_next=0x800000c4
22447 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
22448 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000001, pc_next=0x800000cc
22449 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
22450 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000d4
22451 0x800000d4: beq    a3, a5, 0x800000e8     # R[20] <- 0x800000d8, pc_next=0x800000d8
22452 0x800000d8: lw     a5, 20(sp)             # R[15] <- 0x8001ff50, pc_next=0x800000dc
22453 0x800000dc: addi   a5, a5, 4              # R[15] <- 0x8001ff54, pc_next=0x800000e0
22454 0x800000e0: sw     a5, 20(sp)             # pc_next=0x800000e4
22455 0x800000e4: sw     zero, 0(a5)            # pc_next=0x800000e8
22456 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000000, pc_next=0x800000ec
22457 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000f0
22458 0x800000f0: srli   a4, a0, 29             # R[14] <- 0x00000003, pc_next=0x800000f4
22459 0x800000f4: addi   a5, zero, 3            # R[15] <- 0x00000003, pc_next=0x800000f8
22460 0x800000f8: beq    zero, zero, 0x8000014c # R[20] <- 0x800000fc, pc_next=0x8000014c
22461 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x00000518, pc_next=0x80000150
22462 0x80000150: add    a2, a2, a5             # R[12] <- 0x0000001e, pc_next=0x80000154
22463 0x80000154: addi   a2, a2, -32            # R[12] <- 0xfffffffe, pc_next=0x80000158
22464 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x8000015c
22465 0x8000015c: sll    a0, a0, a5             # R[10] <- 0xc0000000, pc_next=0x80000160
22466 0x80000160: addi   a2, a2, 32             # R[12] <- 0x0000001e, pc_next=0x80000164
22467 0x80000164: beq    zero, zero, 0x80000194 # R[16] <- 0x80000168, pc_next=0x80000194
22468 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
22469 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x8000019c
22470 0x8000019c: slli   a5, a4, 2              # R[15] <- 0x0000000c, pc_next=0x800001a0
22471 0x800001a0: sub    a5, zero, a5           # R[15] <- 0xfffffff4, pc_next=0x800001a4
22472 0x800001a4: addi   a5, a5, 28             # R[15] <- 0x00000010, pc_next=0x800001a8
22473 0x800001a8: lw     a4, 0(sp)              # R[14] <- 0xa432d098, pc_next=0x800001ac
22474 0x800001ac: srl    a5, a4, a5             # R[15] <- 0x0000a432, pc_next=0x800001b0
22475 0x800001b0: andi   a5, a5, 15             # R[15] <- 0x00000002, pc_next=0x800001b4
22476 0x800001b4: beq    zero, zero, 0x800001d0 # R[28] <- 0x800001b8, pc_next=0x800001d0
22477 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x000000c8, pc_next=0x800001d4
22478 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000001, pc_next=0x800001d8
22479 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000000, pc_next=0x800001dc
22480 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000000, pc_next=0x800001e0
22481 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x00000004, pc_next=0x800001e4
22482 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x00000020, pc_next=0x800001e8
22483 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000001, pc_next=0x800001ec
22484 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000004, pc_next=0x800001f0
22485 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x00000002, pc_next=0x800001f4
22486 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff54, pc_next=0x800001f8
22487 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0x00000000, pc_next=0x800001fc
22488 0x800001fc: add    a4, a4, a5             # R[14] <- 0x00000002, pc_next=0x80000200
22489 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff54, pc_next=0x80000204
22490 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
22491 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
22492 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
22493 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x000000ca, pc_next=0x800000b8
22494 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
22495 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x000000cb, pc_next=0x800000c0
22496 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x00000065, pc_next=0x800000c4
22497 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
22498 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000002, pc_next=0x800000cc
22499 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
22500 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
22501 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000001, pc_next=0x800000ec
22502 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000fc
22503 0x800000fc: srli   a4, a0, 30             # R[14] <- 0x00000003, pc_next=0x80000100
22504 0x80000100: addi   a5, zero, 2            # R[15] <- 0x00000002, pc_next=0x80000104
22505 0x80000104: bne    a4, a5, 0x8000013c     # R[24] <- 0x80000108, pc_next=0x8000013c
22506 0x8000013c: addi   a5, zero, 5            # R[15] <- 0x00000005, pc_next=0x80000140
22507 0x80000140: srli   a4, a0, 27             # R[14] <- 0x00000018, pc_next=0x80000144
22508 0x80000144: addi   a4, a4, -16            # R[14] <- 0x00000008, pc_next=0x80000148
22509 0x80000148: beq    zero, zero, 0x8000014c # R[4] <- 0x8000014c, pc_next=0x8000014c
22510 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x00000513, pc_next=0x80000150
22511 0x80000150: add    a2, a2, a5             # R[12] <- 0x00000023, pc_next=0x80000154
22512 0x80000154: addi   a2, a2, -32            # R[12] <- 0x00000003, pc_next=0x80000158
22513 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x80000168
22514 0x80000168: lw     a0, 12(sp)             # R[10] <- 0x80010168, pc_next=0x8000016c
22515 0x8000016c: addi   a0, a0, 4              # R[10] <- 0x8001016c, pc_next=0x80000170
22516 0x80000170: sw     a0, 12(sp)             # pc_next=0x80000174
22517 0x80000174: lw     a0, 4(a0)              # R[10] <- 0xef0191da, pc_next=0x80000178
22518 0x80000178: jal    ra, 0x8000024c         # R[1] <- 0x8000017c, pc_next=0x8000024c
22519 0x8000024c: addi   sp, sp, -8             # R[2] <- 0x8001fecc, pc_next=0x80000250
22520 0x80000250: sw     a4, 0(sp)              # pc_next=0x80000254
22521 0x80000254: sw     a5, 4(sp)              # pc_next=0x80000258
22522 0x80000258: slli   a4, a0, 24             # R[14] <- 0xda000000, pc_next=0x8000025c
22523 0x8000025c: srli   a0, a0, 8              # R[10] <- 0x00ef0191, pc_next=0x80000260
22524 0x80000260: slli   a5, a0, 24             # R[15] <- 0x91000000, pc_next=0x80000264
22525 0x80000264: srli   a5, a5, 8              # R[15] <- 0x00910000, pc_next=0x80000268
22526 0x80000268: add    a4, a4, a5             # R[14] <- 0xda910000, pc_next=0x8000026c
22527 0x8000026c: srli   a0, a0, 8              # R[10] <- 0x0000ef01, pc_next=0x80000270
22528 0x80000270: slli   a5, a0, 24             # R[15] <- 0x01000000, pc_next=0x80000274
22529 0x80000274: srli   a5, a5, 16             # R[15] <- 0x00000100, pc_next=0x80000278
22530 0x80000278: add    a4, a4, a5             # R[14] <- 0xda910100, pc_next=0x8000027c
22531 0x8000027c: srli   a0, a0, 8              # R[10] <- 0x000000ef, pc_next=0x80000280
22532 0x80000280: add    a0, a0, a4             # R[10] <- 0xda9101ef, pc_next=0x80000284
22533 0x80000284: lw     a4, 0(sp)              # R[14] <- 0x00000008, pc_next=0x80000288
22534 0x80000288: lw     a5, 4(sp)              # R[15] <- 0x00000005, pc_next=0x8000028c
22535 0x8000028c: addi   sp, sp, 8              # R[2] <- 0x8001fed4, pc_next=0x80000290
22536 0x80000290: jalr   zero, ra, 0            # pc_next=0x8000017c
22537 0x8000017c: beq    a2, zero, 0x80000194   # R[24] <- 0x80000180, pc_next=0x80000180
22538 0x80000180: addi   a5, zero, 32           # R[15] <- 0x00000020, pc_next=0x80000184
22539 0x80000184: sub    a5, a5, a2             # R[15] <- 0x0000001d, pc_next=0x80000188
22540 0x80000188: srl    a5, a0, a5             # R[15] <- 0x00000006, pc_next=0x8000018c
22541 0x8000018c: add    a4, a4, a5             # R[14] <- 0x0000000e, pc_next=0x80000190
22542 0x80000190: sll    a0, a0, a2             # R[10] <- 0xd4880f78, pc_next=0x80000194
22543 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
22544 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x800001b8
22545 0x800001b8: slli   a5, a4, 2              # R[15] <- 0x00000038, pc_next=0x800001bc
22546 0x800001bc: sub    a5, zero, a5           # R[15] <- 0xffffffc8, pc_next=0x800001c0
22547 0x800001c0: addi   a5, a5, 60             # R[15] <- 0x00000004, pc_next=0x800001c4
22548 0x800001c4: lw     a4, 4(sp)              # R[14] <- 0x1567bcef, pc_next=0x800001c8
22549 0x800001c8: srl    a5, a4, a5             # R[15] <- 0x01567bce, pc_next=0x800001cc
22550 0x800001cc: andi   a5, a5, 15             # R[15] <- 0x0000000e, pc_next=0x800001d0
22551 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x000000c9, pc_next=0x800001d4
22552 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000002, pc_next=0x800001d8
22553 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000001, pc_next=0x800001dc
22554 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000008, pc_next=0x800001e0
22555 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x0000000c, pc_next=0x800001e4
22556 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x0000e000, pc_next=0x800001e8
22557 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000000, pc_next=0x800001ec
22558 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000000, pc_next=0x800001f0
22559 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x0000e000, pc_next=0x800001f4
22560 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff54, pc_next=0x800001f8
22561 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0x00000002, pc_next=0x800001fc
22562 0x800001fc: add    a4, a4, a5             # R[14] <- 0x0000e002, pc_next=0x80000200
22563 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff54, pc_next=0x80000204
22564 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
22565 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
22566 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
22567 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x000000cb, pc_next=0x800000b8
22568 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
22569 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x000000cc, pc_next=0x800000c0
22570 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x00000066, pc_next=0x800000c4
22571 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
22572 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000003, pc_next=0x800000cc
22573 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
22574 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
22575 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000001, pc_next=0x800000ec
22576 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000fc
22577 0x800000fc: srli   a4, a0, 30             # R[14] <- 0x00000003, pc_next=0x80000100
22578 0x80000100: addi   a5, zero, 2            # R[15] <- 0x00000002, pc_next=0x80000104
22579 0x80000104: bne    a4, a5, 0x8000013c     # R[24] <- 0x80000108, pc_next=0x8000013c
22580 0x8000013c: addi   a5, zero, 5            # R[15] <- 0x00000005, pc_next=0x80000140
22581 0x80000140: srli   a4, a0, 27             # R[14] <- 0x0000001a, pc_next=0x80000144
22582 0x80000144: addi   a4, a4, -16            # R[14] <- 0x0000000a, pc_next=0x80000148
22583 0x80000148: beq    zero, zero, 0x8000014c # R[4] <- 0x8000014c, pc_next=0x8000014c
22584 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x0000050e, pc_next=0x80000150
22585 0x80000150: add    a2, a2, a5             # R[12] <- 0x00000008, pc_next=0x80000154
22586 0x80000154: addi   a2, a2, -32            # R[12] <- 0xffffffe8, pc_next=0x80000158
22587 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x8000015c
22588 0x8000015c: sll    a0, a0, a5             # R[10] <- 0x9101ef00, pc_next=0x80000160
22589 0x80000160: addi   a2, a2, 32             # R[12] <- 0x00000008, pc_next=0x80000164
22590 0x80000164: beq    zero, zero, 0x80000194 # R[16] <- 0x80000168, pc_next=0x80000194
22591 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
22592 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x800001b8
22593 0x800001b8: slli   a5, a4, 2              # R[15] <- 0x00000028, pc_next=0x800001bc
22594 0x800001bc: sub    a5, zero, a5           # R[15] <- 0xffffffd8, pc_next=0x800001c0
22595 0x800001c0: addi   a5, a5, 60             # R[15] <- 0x00000014, pc_next=0x800001c4
22596 0x800001c4: lw     a4, 4(sp)              # R[14] <- 0x1567bcef, pc_next=0x800001c8
22597 0x800001c8: srl    a5, a4, a5             # R[15] <- 0x00000156, pc_next=0x800001cc
22598 0x800001cc: andi   a5, a5, 15             # R[15] <- 0x00000006, pc_next=0x800001d0
22599 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x000000ca, pc_next=0x800001d4
22600 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000003, pc_next=0x800001d8
22601 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000001, pc_next=0x800001dc
22602 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000008, pc_next=0x800001e0
22603 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x0000000c, pc_next=0x800001e4
22604 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x00006000, pc_next=0x800001e8
22605 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000001, pc_next=0x800001ec
22606 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000004, pc_next=0x800001f0
22607 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x00000600, pc_next=0x800001f4
22608 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff54, pc_next=0x800001f8
22609 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0x0000e002, pc_next=0x800001fc
22610 0x800001fc: add    a4, a4, a5             # R[14] <- 0x0000e602, pc_next=0x80000200
22611 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff54, pc_next=0x80000204
22612 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
22613 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
22614 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
22615 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x000000cc, pc_next=0x800000b8
22616 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
22617 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x000000cd, pc_next=0x800000c0
22618 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x00000066, pc_next=0x800000c4
22619 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
22620 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000004, pc_next=0x800000cc
22621 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
22622 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
22623 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000001, pc_next=0x800000ec
22624 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000fc
22625 0x800000fc: srli   a4, a0, 30             # R[14] <- 0x00000002, pc_next=0x80000100
22626 0x80000100: addi   a5, zero, 2            # R[15] <- 0x00000002, pc_next=0x80000104
22627 0x80000104: bne    a4, a5, 0x8000013c     # R[24] <- 0x80000108, pc_next=0x80000108
22628 0x80000108: addi   a5, zero, 31           # R[15] <- 0x0000001f, pc_next=0x8000010c
22629 0x8000010c: beq    a2, a5, 0x80000120     # R[20] <- 0x80000110, pc_next=0x80000110
22630 0x80000110: addi   a5, zero, 4            # R[15] <- 0x00000004, pc_next=0x80000114
22631 0x80000114: srli   a4, a0, 28             # R[14] <- 0x00000009, pc_next=0x80000118
22632 0x80000118: addi   a4, a4, -4             # R[14] <- 0x00000005, pc_next=0x8000011c
22633 0x8000011c: beq    zero, zero, 0x8000014c # R[16] <- 0x80000120, pc_next=0x8000014c
22634 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x0000050a, pc_next=0x80000150
22635 0x80000150: add    a2, a2, a5             # R[12] <- 0x0000000c, pc_next=0x80000154
22636 0x80000154: addi   a2, a2, -32            # R[12] <- 0xffffffec, pc_next=0x80000158
22637 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x8000015c
22638 0x8000015c: sll    a0, a0, a5             # R[10] <- 0x101ef000, pc_next=0x80000160
22639 0x80000160: addi   a2, a2, 32             # R[12] <- 0x0000000c, pc_next=0x80000164
22640 0x80000164: beq    zero, zero, 0x80000194 # R[16] <- 0x80000168, pc_next=0x80000194
22641 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
22642 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x8000019c
22643 0x8000019c: slli   a5, a4, 2              # R[15] <- 0x00000014, pc_next=0x800001a0
22644 0x800001a0: sub    a5, zero, a5           # R[15] <- 0xffffffec, pc_next=0x800001a4
22645 0x800001a4: addi   a5, a5, 28             # R[15] <- 0x00000008, pc_next=0x800001a8
22646 0x800001a8: lw     a4, 0(sp)              # R[14] <- 0xa432d098, pc_next=0x800001ac
22647 0x800001ac: srl    a5, a4, a5             # R[15] <- 0x00a432d0, pc_next=0x800001b0
22648 0x800001b0: andi   a5, a5, 15             # R[15] <- 0x00000000, pc_next=0x800001b4
22649 0x800001b4: beq    zero, zero, 0x800001d0 # R[28] <- 0x800001b8, pc_next=0x800001d0
22650 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x000000cb, pc_next=0x800001d4
22651 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000004, pc_next=0x800001d8
22652 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000002, pc_next=0x800001dc
22653 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000010, pc_next=0x800001e0
22654 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x00000014, pc_next=0x800001e4
22655 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x00000000, pc_next=0x800001e8
22656 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000000, pc_next=0x800001ec
22657 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000000, pc_next=0x800001f0
22658 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x00000000, pc_next=0x800001f4
22659 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff54, pc_next=0x800001f8
22660 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0x0000e602, pc_next=0x800001fc
22661 0x800001fc: add    a4, a4, a5             # R[14] <- 0x0000e602, pc_next=0x80000200
22662 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff54, pc_next=0x80000204
22663 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
22664 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
22665 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
22666 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x000000cd, pc_next=0x800000b8
22667 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
22668 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x000000ce, pc_next=0x800000c0
22669 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x00000067, pc_next=0x800000c4
22670 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
22671 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000005, pc_next=0x800000cc
22672 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
22673 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
22674 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000000, pc_next=0x800000ec
22675 0x800000ec: bne    a4, zero, 0x800000fc   # R[16] <- 0x800000f0, pc_next=0x800000f0
22676 0x800000f0: srli   a4, a0, 29             # R[14] <- 0x00000000, pc_next=0x800000f4
22677 0x800000f4: addi   a5, zero, 3            # R[15] <- 0x00000003, pc_next=0x800000f8
22678 0x800000f8: beq    zero, zero, 0x8000014c # R[20] <- 0x800000fc, pc_next=0x8000014c
22679 0x8000014c: sub    a1, a1, a5             # R[11] <- 0x00000507, pc_next=0x80000150
22680 0x80000150: add    a2, a2, a5             # R[12] <- 0x0000000f, pc_next=0x80000154
22681 0x80000154: addi   a2, a2, -32            # R[12] <- 0xffffffef, pc_next=0x80000158
22682 0x80000158: bge    a2, zero, 0x80000168   # R[16] <- 0x8000015c, pc_next=0x8000015c
22683 0x8000015c: sll    a0, a0, a5             # R[10] <- 0x80f78000, pc_next=0x80000160
22684 0x80000160: addi   a2, a2, 32             # R[12] <- 0x0000000f, pc_next=0x80000164
22685 0x80000164: beq    zero, zero, 0x80000194 # R[16] <- 0x80000168, pc_next=0x80000194
22686 0x80000194: addi   a5, zero, 8            # R[15] <- 0x00000008, pc_next=0x80000198
22687 0x80000198: bge    a4, a5, 0x800001b8     # pc_next=0x8000019c
22688 0x8000019c: slli   a5, a4, 2              # R[15] <- 0x00000000, pc_next=0x800001a0
22689 0x800001a0: sub    a5, zero, a5           # R[15] <- 0x00000000, pc_next=0x800001a4
22690 0x800001a4: addi   a5, a5, 28             # R[15] <- 0x0000001c, pc_next=0x800001a8
22691 0x800001a8: lw     a4, 0(sp)              # R[14] <- 0xa432d098, pc_next=0x800001ac
22692 0x800001ac: srl    a5, a4, a5             # R[15] <- 0x0000000a, pc_next=0x800001b0
22693 0x800001b0: andi   a5, a5, 15             # R[15] <- 0x0000000a, pc_next=0x800001b4
22694 0x800001b4: beq    zero, zero, 0x800001d0 # R[28] <- 0x800001b8, pc_next=0x800001d0
22695 0x800001d0: addi   a4, a3, -1             # R[14] <- 0x000000cc, pc_next=0x800001d4
22696 0x800001d4: andi   a4, a3, 7              # R[14] <- 0x00000005, pc_next=0x800001d8
22697 0x800001d8: srli   a4, a4, 1              # R[14] <- 0x00000002, pc_next=0x800001dc
22698 0x800001dc: slli   a4, a4, 3              # R[14] <- 0x00000010, pc_next=0x800001e0
22699 0x800001e0: addi   a4, a4, 4              # R[14] <- 0x00000014, pc_next=0x800001e4
22700 0x800001e4: sll    a5, a5, a4             # R[15] <- 0x00a00000, pc_next=0x800001e8
22701 0x800001e8: andi   a4, a3, 1              # R[14] <- 0x00000001, pc_next=0x800001ec
22702 0x800001ec: slli   a4, a4, 2              # R[14] <- 0x00000004, pc_next=0x800001f0
22703 0x800001f0: srl    a5, a5, a4             # R[15] <- 0x000a0000, pc_next=0x800001f4
22704 0x800001f4: lw     a4, 20(sp)             # R[14] <- 0x8001ff54, pc_next=0x800001f8
22705 0x800001f8: lw     a4, 0(a4)              # R[14] <- 0x0000e602, pc_next=0x800001fc
22706 0x800001fc: add    a4, a4, a5             # R[14] <- 0x000ae602, pc_next=0x80000200
22707 0x80000200: lw     a5, 20(sp)             # R[15] <- 0x8001ff54, pc_next=0x80000204
22708 0x80000204: sw     a4, 0(a5)              # pc_next=0x80000208
22709 0x80000208: bge    zero, a1, 0x80000210   # R[8] <- 0x8000020c, pc_next=0x8000020c
22710 0x8000020c: beq    zero, zero, 0x800000b4 # R[9] <- 0x80000210, pc_next=0x1800000b4
22711 0x800000b4: addi   a3, a3, 1              # R[13] <- 0x000000ce, pc_next=0x800000b8
22712 0x800000b8: lw     a5, 24(sp)             # R[15] <- 0x00000100, pc_next=0x800000bc
22713 0x800000bc: addi   a4, a3, 1              # R[14] <- 0x000000cf, pc_next=0x800000c0
22714 0x800000c0: srli   a4, a4, 1              # R[14] <- 0x00000067, pc_next=0x800000c4
22715 0x800000c4: blt    a5, a4, 0x8000022c     # R[8] <- 0x800000c8, pc_next=0x800000c8
22716 0x800000c8: andi   a4, a3, 7              # R[14] <- 0x00000006, pc_next=0x800000cc
22717 0x800000cc: addi   a5, zero, 1            # R[15] <- 0x00000001, pc_next=0x800000d0
22718 0x800000d0: bne    a4, a5, 0x800000e8     # R[24] <- 0x800000d4, pc_next=0x800000e8
22719 0x800000e8: srli   a4, a0, 31             # R[14] <- 0x00000001, pc_next=0x800000ec
